,0
236,6318.434017607399
237,6322.472972097661
238,6321.511800620834
239,6335.550502806648
240,6321.589078286746
241,6328.627526694691
242,6336.665847665972
243,6340.704040838009
244,6327.742105850156
245,6328.780042343712
246,6352.817849961921
247,6307.85552834998
248,6337.893077155045
249,6323.9304960262325
250,6329.96778461463
251,6308.004942573297
252,6301.041969557273
253,6327.078865223581
254,6324.115629231232
255,6313.152261241233
256,6335.188760916591
257,6335.225127922314
258,6313.2613619254225
259,6322.297462594951
260,6323.333429601953
261,6339.369262619506
262,6319.404961322718
263,6329.440525388729
264,6317.475954496719
265,6316.511248327914
266,6322.546406565583
267,6318.581428895055
268,6336.616315003712
269,6316.651064581001
270,6320.685677318436
271,6320.720152909602
272,6333.754491050162
273,6330.788691437858
274,6327.82275377252
275,6324.856677756066
276,6351.890463092511
277,6321.924109487966
278,6327.957616650648
279,6332.990984290879
280,6333.024212121097
281,6325.057299855851
282,6340.090247211816
283,6341.123053907788
284,6315.155719664693
285,6309.188244205592
286,6322.220627255681
287,6312.252868542299
288,6348.28496779493
289,6322.316924745206
290,6317.348739126915
291,6338.380410676001
292,6343.411939130569
293,6330.443324230891
294,6320.474565719408
295,6354.505663340732
296,6334.536616841654
297,6331.567425971143
298,6328.5980904803555
299,6328.628610122634
300,6324.658984653513
301,6334.689213830723
302,6329.719297414192
303,6355.749235166051
304,6321.779026850639
305,6322.8086722345015
306,6342.838171086398
307,6332.867523177306
308,6339.896728280419
309,6340.925786171158
310,6328.954696627167
311,6344.983459428323
312,6322.012074356732
313,6345.04054119674
314,6332.06885973493
315,6338.097029760128
316,6345.125051063406
317,6335.152923438085
318,6334.180646679738
319,6345.208220586192
320,6320.235644957531
321,6337.262919596102
322,6334.290044306514
323,6333.317018895644
324,6323.343843172635
325,6338.370516948908
326,6334.397040038152
327,6339.423412256338
328,6336.449633421719
329,6299.475703354826
330,6332.5016218784785
331,6330.527388817784
332,6321.553004000141
333,6291.578467255241
334,6311.603778415071
335,6304.628937313918
336,6318.653943788367
337,6308.678797677307
338,6338.703498821933
339,6312.728047065749
340,6326.752442254567
341,6329.77668423651
342,6303.80077286202
343,6335.82470798385
344,6321.848489457077
345,6322.872117139095
346,6327.895590889623
347,6333.918910570705
348,6341.942076046709
349,6330.965087184337
350,6322.987943852616
351,6343.01064592291
352,6346.033193268915
353,6319.055585766666
354,6318.077823294533
355,6315.099905733229
356,6313.121832965805
357,6324.143604877658
358,6317.165221356528
359,6334.186682292503
360,6331.207987578018
361,6327.229137107858
362,6322.250130779159
363,6331.270968491409
364,6318.291650146451
365,6318.31217564848
366,6331.332544904051
367,6332.3527578220765
368,6323.372814313826
369,6330.392714292932
370,6330.4124576753875
371,6321.432044379547
372,6328.451474326129
373,6322.47074743822
374,6321.489863641269
375,6331.508822863093
376,6324.527625033878
377,6309.546270086178
378,6331.564757954917
379,6323.5830885773885
380,6297.124338816336
381,6370.142354767645
382,6338.160213298803
383,6311.1779143565955
384,6302.195457890182
385,6301.212843851097
386,6290.230072193252
387,6273.247142872933
388,6269.264055848804
389,6284.280811081905
390,6288.297408535655
391,6251.313848175852
392,6277.330129970672
393,6281.346253890666
394,6271.362219908771
395,6265.3780280003
396,6287.393678142946
397,6269.40917031678
398,6278.424504504258
399,6293.439680690212
400,6297.454698861858
401,6277.469559008788
402,6278.484261122979
403,6260.498805198786
404,6272.513191232943
405,6289.52741922457
406,6292.541489175161
407,6276.555401088593
408,6277.569154971122
409,6284.582750831385
410,6285.596188680398
411,6278.609468531554
412,6271.622590400627
413,6288.635554305768
414,6303.648360267507
415,6290.661008308752
416,6269.673498454786
417,6285.685830733269
418,6289.698005174238
419,6294.710021810103
420,6258.721880675653
421,6267.733581808046
422,6301.745125246817
423,6287.756511033872
424,6277.767739213488
425,6275.778809832314
426,6286.789722939369
427,6296.800478586042
428,6274.811076826088
429,6289.82151771563
430,6293.831801313159
431,6265.84192767953
432,6292.851896877964
433,6292.861708974039
434,6293.871364035704
435,6269.880862133261
436,6278.890203339376
437,6268.899387729071
438,6291.908415379727
439,6283.917286371078
440,6290.926000785216
441,6273.934558706581
442,6273.942960221969
443,6291.951205420523
444,6269.959294393736
445,6274.967227235447
446,6294.975004041842
447,6288.982624911448
448,6281.990089945136
449,6289.997399246117
450,6280.004552919941
451,6281.011551074494
452,6277.018393819997
453,6276.025081269006
454,6314.031613536406
455,6296.0379907394135
456,6304.044212997571
457,6306.050280432748
458,6279.056193169136
459,6288.061951333249
460,6282.067555053921
461,6296.073004462301
462,6309.078299691854
463,6302.083440878361
464,6295.08842815991
465,6300.093261676898
466,6322.097941572029
467,6318.102467990312
468,6295.106841079054
469,6312.111060987865
470,6295.1151278686475
471,6316.119041875602
472,6300.122803165219
473,6300.126411896276
474,6296.129868229842
475,6315.133172329263
476,6302.136324360174
477,6308.139324490481
478,6298.1421728903715
479,6293.144869732303
480,6287.147415191003
481,6286.14980944347
482,6291.152052668963
483,6309.154145049005
484,6293.156086767375
485,6318.157878010112
486,6284.159518965504
487,6289.16100982409
488,6287.162350778657
489,6293.163542024234
490,6316.164583758089
491,6304.165476179731
492,6296.1662194909
493,6301.166813895569
494,6292.167259599935
495,6292.167556812424
496,6316.167705743677
497,6313.167706606559
498,6300.167559616143
499,6318.167264989716
500,6280.166822946773
501,6301.16623370901
502,6321.165497500323
503,6301.164614546807
504,6318.163585076746
505,6289.162409320618
506,6307.161087511083
507,6306.159619882984
508,6286.15800667334
509,6303.156248121349
510,6317.154344468373
511,6298.152295957946
512,6297.1501028357625
513,6320.147765349676
514,6317.145283749693
515,6301.142658287974
516,6299.139889218824
517,6319.136976798692
518,6299.133921286163
519,6305.130722941962
520,6324.127382028938
521,6302.12389881207
522,6289.120273558459
523,6311.1165065373225
524,6310.11259801999
525,6305.108548279905
526,6298.10435759261
527,6296.100026235751
528,6306.09555448907
529,6318.090942634401
530,6299.086190955662
531,6308.081299738856
532,6312.076269272065
533,6298.0710998454415
534,6314.065791751209
535,6299.060345283655
536,6292.054760739125
537,6308.049038416021
538,6292.043178614795
539,6309.037181637943
540,6292.031047790002
541,6306.024777377545
542,6284.018370709176
543,6311.011828095527
544,6310.005149849245
545,6320.998336284998
546,6299.991387719465
547,6309.98430447133
548,6305.977086861277
549,6306.969735211987
550,6299.962249848133
551,6276.9546310963715
552,6307.94687928534
553,6335.938994745654
554,6317.930977809895
555,6313.922828812613
556,6304.914548090315
557,6320.906135981463
558,6322.897592826469
559,6316.888918967687
560,6312.88011474941
561,6298.871180517863
562,6312.862116621199
563,6295.852923409491
564,6311.843601234732
565,6309.834150450822
566,6316.8245714135655
567,6327.814864480671
568,6305.805030011735
569,6315.795068368246
570,6318.784979913575
571,6319.774765012966
572,6312.764424033538
573,6289.753957344273
574,6309.743365316013
575,6306.732648321453
576,6294.721806735135
577,6318.710840933444
578,6304.699751294601
579,6320.688538198654
580,6312.6772020274775
581,6311.665743164763
582,6282.654161996013
583,6310.642458908536
584,6306.630634291441
585,6276.61868853563
586,6312.606622033791
587,6315.594435180393
588,6314.582128371682
589,6313.569702005672
590,6310.5571564821375
591,6298.544492202611
592,6304.531709570373
593,6293.5188089904495
594,6323.505790869602
595,6311.492655616322
596,6299.4794036408275
597,6309.466035355052
598,6304.4525511726415
599,6306.438951508946
600,6310.425236781015
601,6292.411407407588
602,6307.3974638090895
603,6313.3834064076245
604,6311.369235626968
605,6295.35495189256
606,6301.340555631501
607,6302.326047272541
608,6321.311427246075
609,6317.296695984139
610,6304.281853920397
611,6326.26690149014
612,6311.2518391302765
613,6311.236667279323
614,6309.221386377406
615,6322.2059968662425
616,6318.190499189144
617,6293.174893791004
618,6319.1591811182925
619,6307.143361619048
620,6315.127435742872
621,6295.11140394092
622,6310.095266665897
623,6307.0790243720485
624,6314.062677515152
625,6299.046226552515
626,6292.029671942962
627,6305.01301414683
628,6313.996253625962
629,6328.979390843698
630,6307.962426264869
631,6316.945360355789
632,6321.928193584247
633,6296.910926419503
634,6311.893559332276
635,6315.876092794739
636,6317.858527280513
637,6307.840863264656
638,6303.823101223658
639,6322.805241635436
640,6313.7872849793175
641,6319.769231736045
642,6293.75108238776
643,6284.732837417998
644,6293.714497311679
645,6308.696062555106
646,6314.677533635951
647,6313.658911043247
648,6322.640195267387
649,6314.621386800109
650,6323.602486134494
651,6308.583493764953
652,6294.564410187225
653,6311.545235898363
654,6296.525971396731
655,6281.506617181995
656,6302.487173755115
657,6282.467641618334
658,6319.448021275176
659,6304.428313230435
660,6298.408517990166
661,6292.388636061679
662,6321.368667953529
663,6310.348614175512
664,6302.328475238653
665,6292.308251655197
666,6304.287943938607
667,6316.267552603552
668,6302.247078165897
669,6310.226521142698
670,6309.205882052195
671,6319.1851614138
672,6312.164359748091
673,6326.143477576804
674,6323.122515422824
675,6320.1014738101785
676,6328.080353264027
677,6326.059154310655
678,6303.037877477464
679,6309.016523292962
680,6320.995092286761
681,6296.973584989563
682,6314.952001933153
683,6326.930343650391
684,6314.908610675205
685,6323.88680354258
686,6305.8649227885535
687,6315.842968950204
688,6311.82094256564
689,6311.798844173999
690,6288.776674315433
691,6329.754433531105
692,6313.7321223631725
693,6308.709741354788
694,6297.687291050085
695,6294.664771994171
696,6336.64218473312
697,6290.619529813963
698,6305.596807784677
699,6303.574019194182
700,6294.551164592329
701,6291.528244529888
702,6292.505259558548
703,6317.482210230899
704,6308.459097100431
705,6299.435920721522
706,6306.412681649427
707,6293.389380440274
708,6305.366017651053
709,6293.342593839604
710,6293.319109564617
711,6290.295565385614
712,6313.271961862946
713,6299.248299557781
714,6294.224579032098
715,6288.200800848675
716,6278.176965571084
717,6306.1530737636795
718,6285.129125991589
719,6305.105122820709
720,6314.0810648176885
721,6290.056952549927
722,6312.032786585562
723,6325.008567493462
724,6310.984295843215
725,6293.959972205123
726,6289.935597150191
727,6308.911171250118
728,6315.886695077288
729,6306.862169204764
730,6310.837594206272
731,6294.812970656201
732,6299.788299129588
733,6299.763580202111
734,6305.738814450079
735,6334.714002450424
736,6318.689144780693
737,6299.664242019034
738,6313.639294744195
739,6305.614303535506
740,6297.589268972881
741,6313.564191636794
742,6318.539072108285
743,6303.513910968942
744,6310.488708800893
745,6316.463466186799
746,6309.438183709846
747,6285.412861953731
748,6305.387501502658
749,6323.3621029413225
750,6296.3366668549115
751,6296.311193829088
752,6306.285684449979
753,6320.260139304178
754,6319.234558978722
755,6294.208944061091
756,6300.183295139196
757,6285.157612801372
758,6320.1318976363655
759,6305.106150233328
760,6297.203448104882
761,6319.177637994803
762,6319.151797416476
763,6304.125926960576
764,6271.1000272181345
765,6262.074098780534
766,6259.048142239493
767,6259.022158187063
768,6255.996147215616
769,6245.970109917833
770,6267.9440468867015
771,6259.917958715498
772,6283.891845997787
773,6246.865709327403
774,6268.83954929845
775,6252.813366505286
776,6261.787161542515
777,6275.76093500498
778,6269.734687487751
779,6266.708419586119
780,6268.682131895582
781,6280.655825011839
782,6279.62949953078
783,6285.603156048477
784,6264.576795161176
785,6268.550417465282
786,6280.524023557357
787,6261.497614034107
788,6280.471189492371
789,6251.4447505291155
790,6263.418297741425
791,6281.391831726487
792,6280.36535308159
793,6284.338862404111
794,6252.312360291503
795,6263.285847341293
796,6250.259324151066
797,6316.232791318458
798,6280.2062494411475
799,6283.179699116846
800,6263.153140943286
801,6254.1265755182185
802,6265.100003439393
803,6281.0734253045575
804,6258.046841711445
805,6275.020253257766
806,6266.993660541198
807,6283.967064159374
808,6276.940464709877
809,6264.913862790231
810,6259.887258997887
811,6290.860653930218
812,6272.834048184508
813,6265.807442357942
814,6288.780837047598
815,6274.754232850437
816,6269.727630363294
817,6304.70103018287
818,6277.674432905719
819,6275.647839128243
820,6272.621249446676
821,6271.594664457087
822,6281.568084755355
823,6257.541510937173
824,6272.514943598033
825,6282.488383333213
826,6268.461830737777
827,6279.435286406556
828,6265.408750934147
829,6256.382224914897
830,6274.355708942899
831,6264.329203611978
832,6269.302709515687
833,6269.276227247291
834,6271.249757399764
835,6272.223300565779
836,6288.1968573376935
837,6277.170428307546
838,6256.144014067043
839,6248.117615207553
840,6274.091232320095
841,6277.064865995329
842,6280.038516823549
843,6247.012185394671
844,6268.985872298227
845,6274.959578123352
846,6253.933303458779
847,6281.907048892825
848,6277.880815013386
849,6265.854602407929
850,6252.828411663473
851,6270.802243366593
852,6258.7760981034035
853,6305.749976459549
854,6272.723879020197
855,6267.697806370031
856,6259.671759093234
857,6288.645737773488
858,6263.619742993958
859,6248.59377533729
860,6268.567835385593
861,6276.541923720436
862,6271.516040922841
863,6261.490187573266
864,6266.464364251603
865,6282.438571537165
866,6272.412810008681
867,6269.387080244281
868,6274.361382821491
869,6281.335718317226
870,6276.310087307774
871,6304.284490368796
872,6303.258928075307
873,6286.233401001678
874,6288.207909721617
875,6303.182454808166
876,6276.15703683369
877,6251.131656369868
878,6275.106313987688
879,6294.081010257429
880,6290.055745748662
881,6273.030521030235
882,6289.005336670268
883,6291.980193236139
884,6288.95509129448
885,6288.930031411166
886,6272.905014151308
887,6266.880040079241
888,6269.855109758516
889,6267.830223751896
890,6280.805382621338
891,6271.780586927995
892,6280.755837232196
893,6285.73113409345
894,6292.706478070424
895,6270.681869720943
896,6269.657309601979
897,6272.632798269644
898,6290.608336279174
899,6281.583924184933
900,6291.55956254039
901,6279.5352518981235
902,6249.510992809803
903,6261.486785826186
904,6285.462631497107
905,6265.43853037147
906,6258.414482997239
907,6270.39048992143
908,6269.366551690104
909,6283.342668848353
910,6268.318841940299
911,6288.295071509081
912,6282.271358096846
913,6263.247702244743
914,6280.224104492914
915,6311.200565380484
916,6269.177085445553
917,6281.153665225189
918,6273.13030525542
919,6284.107006071222
920,6281.083768206515
921,6292.0605921941515
922,6284.03747856591
923,6274.014427852484
924,6277.991440583481
925,6264.968517287403
926,6281.945658491648
927,6297.922864722496
928,6288.900136505105
929,6266.877474363499
930,6291.85487882056
931,6299.832350398024
932,6301.809889616469
933,6299.787496995308
934,6284.76517305278
935,6298.742918305944
936,6274.7207332706685
937,6289.698618461624
938,6288.67657439228
939,6272.654601574885
940,6273.632700520473
941,6263.610871738845
942,6280.589115738564
943,6290.56743302695
944,6296.545824110068
945,6284.524289492721
946,6280.502829678447
947,6294.481445169501
948,6279.460136466858
949,6277.438904070198
950,6274.4177484779
951,6259.396670187038
952,6288.375669693364
953,6249.354747491314
954,6286.333904073986
955,6275.3131399331405
956,6275.292455559193
957,6281.271851441202
958,6305.251328066865
959,6295.23088592251
960,6296.210525493087
961,6289.190247262159
962,6271.1700517119
963,6271.149939323081
964,6279.129910575067
965,6265.109965945806
966,6290.090105911826
967,6288.070330948222
968,6296.0506415286545
969,6269.031038125336
970,6273.011521209028
971,6283.9920912490325
972,6272.972748713184
973,6263.953494067844
974,6276.934327777891
975,6294.9152503067135
976,6300.896262116206
977,6292.87736366676
978,6263.858555417253
979,6264.839837825048
980,6278.821211345982
981,6281.8026764343595
982,6293.784233542946
983,6288.765883122961
984,6296.747625624071
985,6279.72946149438
986,6303.711391180429
987,6309.69341512718
988,6299.675533778016
989,6291.657747574731
990,6272.640056957525
991,6286.622462364994
992,6306.604964234128
993,6290.5875630002965
994,6283.5702590972505
995,6272.5530529571115
996,6292.5359450103615
997,6295.518935685843
998,6297.502025410748
999,6271.48521461061
1000,6285.468503709303
1001,6307.451893129029
1002,6251.435383290315
1003,6280.418974612004
1004,6265.402667511251
1005,6284.386462403514
1006,6292.370359702549
1007,6252.354359820403
1008,6268.338463167409
1009,6295.322670152175
1010,6298.306981181585
1011,6276.291396660784
1012,6291.27591699318
1013,6268.260542580431
1014,6294.245273822444
1015,6282.230111117363
1016,6283.215054861569
1017,6280.20010544967
1018,6266.185263274494
1019,6278.170528727087
1020,6276.1559021967005
1021,6275.141384070794
1022,6272.12697473502
1023,6276.1126745732245
1024,6287.0984839674375
1025,6274.084403297868
1026,6283.070432942899
1027,6301.05657327908
1028,6273.042824681121
1029,6273.029187521889
1030,6296.015662172399
1031,6284.002249001811
1032,6288.988948377421
1033,6297.975760664661
1034,6298.962686227084
1035,6283.949725426368
1036,6301.936878622305
1037,6274.924146172794
1038,6283.911528433842
1039,6299.899025759551
1040,6302.8866385021165
1041,6271.87436701182
1042,6281.862211637028
1043,6268.850172724179
1044,6296.838250617784
1045,6271.826445660421
1046,6266.814758192724
1047,6296.803188553385
1048,6265.791737079143
1049,6280.780404104782
1050,6287.769189963125
1051,6284.758094985028
1052,6277.747119499375
1053,6282.736263833072
1054,6298.725528311046
1055,6275.714913256234
1056,6292.7044189895805
1057,6280.694045830036
1058,6264.683794094545
1059,6291.673664098047
1060,6278.663656153469
1061,6285.653770571718
1062,6293.644007661685
1063,6286.634367730227
1064,6277.624851082172
1065,6295.615458020316
1066,6273.606188845406
1067,6291.597043856148
1068,6279.588023349196
1069,6284.579127619148
1070,6281.570356958542
1071,6284.561711657852
1072,6264.553192005483
1073,6281.544798287764
1074,6279.536530788949
1075,6291.528389791206
1076,6270.520375574618
1077,6278.512488417176
1078,6295.504728594774
1079,6290.497096381207
1080,6286.489592048163
1081,6305.482215865223
1082,6281.474968099856
1083,6282.46784901741
1084,6287.460858881113
1085,6284.453997952069
1086,6262.447266489249
1087,6276.4406647494925
1088,6292.434192987499
1089,6289.427851455827
1090,6299.42164040489
1091,6302.415560082949
1092,6267.409610736112
1093,6308.403792608331
1094,6284.398105941393
1095,6300.392550974922
1096,6290.387127946372
1097,6279.381837091024
1098,6304.376678641982
1099,6273.371652830169
1100,6275.366759884325
1101,6298.362000031002
1102,6283.35737349456
1103,6287.352880497165
1104,6289.348521258784
1105,6283.344295997182
1106,6292.340204927918
1107,6284.336248264345
1108,6287.3324262176
1109,6279.328738996609
1110,6298.325186808074
1111,6295.3217698564795
1112,6270.318488344082
1113,6296.315342470911
1114,6289.312332434762
1115,6271.3094584311975
1116,6263.306720653543
1117,6271.304119292881
1118,6285.301654538051
1119,6290.299326575643
1120,6310.297135590002
1121,6281.2950817632145
1122,6261.293165275114
1123,6291.291386303275
1124,6287.289745023011
1125,6270.28824160737
1126,6284.286876227133
1127,6280.28564905081
1128,6274.284560244642
1129,6271.283609972593
1130,6287.282798396345
1131,6298.282125675308
1132,6272.281591966601
1133,6296.281197425063
1134,6274.2809422032415
1135,6294.280826451395
1136,6281.280850317492
1137,6285.281013947199
1138,6292.281317483893
1139,6288.281761068645
1140,6258.690037147917
1141,6272.690761242796
1142,6292.691625795132
1143,6291.692630936776
1144,6263.693776797271
1145,6260.695063503845
1146,6241.696491181409
1147,6237.698059952561
1148,6256.699769937578
1149,6243.701621254417
1150,6247.70361401871
1151,6224.705748343768
1152,6247.708024340573
1153,6260.710442117779
1154,6240.713001781711
1155,6238.715703436361
1156,6241.718547183388
1157,6230.721533122117
1158,6234.7246613495345
1159,6258.7279319602885
1160,6257.73134504669
1161,6270.734900698705
1162,6251.738599003959
1163,6248.742440047733
1164,6266.746423912961
1165,6243.750550680232
1166,6254.754820427784
1167,6258.759233231506
1168,6268.763789164939
1169,6259.768488299269
1170,6257.773330703329
1171,6250.778316443596
1172,6269.783445584196
1173,6215.788718186894
1174,6240.794134311098
1175,6243.799694013859
1176,6260.805397349868
1177,6261.8112443714535
1178,6275.817235128583
1179,6262.823369668864
1180,6259.8296480375375
1181,6232.8360702774835
1182,6241.842636429215
1183,6279.84934653088
1184,6233.856200618262
1185,6251.863198724776
1186,6234.87034088147
1187,6234.877627117024
1188,6258.88505745775
1189,6240.8926319275915
1190,6242.900350548121
1191,6262.908213338545
1192,6256.916220315693
1193,6268.924371494029
1194,6251.932666885647
1195,6260.941106500268
1196,6247.949690345239
1197,6250.95841842554
1198,6259.967290743777
1199,6233.976307300185
1200,6250.985468092626
1201,6244.994773116591
1202,6257.0042223652
1203,6245.013815829197
1204,6232.023553496958
1205,6258.033435354487
1206,6217.043461385414
1207,6245.053631571
1208,6255.063945890132
1209,6244.074404319328
1210,6240.085006832736
1211,6242.09575340213
1212,6255.106643996918
1213,6238.117678584134
1214,6249.1288571284485
1215,6241.140179592156
1216,6270.151645935189
1217,6268.163256115107
1218,6241.175010087107
1219,6259.186907804016
1220,6275.198949216297
1221,6268.2111342720455
1222,6271.223462916994
1223,6271.2359350945135
1224,6248.248550745606
1225,6244.261309808916
1226,6272.274212220725
1227,6254.287257914955
1228,6263.3004468231675
1229,6253.313778874565
1230,6256.327253995995
1231,6255.340872111946
1232,6233.354633144551
1233,6245.368537013591
1234,6279.382583636491
1235,6255.396772928327
1236,6226.411104801822
1237,6237.42557916735
1238,6266.440195932939
1239,6259.454955004267
1240,6264.469856284667
1241,6271.484899675132
1242,6261.500085074306
1243,6230.515412378499
1244,6263.530881481675
1245,6249.546492275464
1246,6256.562244649157
1247,6256.578138489714
1248,6244.594173681757
1249,6249.6103501075795
1250,6250.626667647146
1251,6253.643126178091
1252,6250.659725575723
1253,6221.676465713028
1254,6250.693346460668
1255,6249.710367686986
1256,6265.727529258003
1257,6263.744831037429
1258,6234.7622728866545
1259,6254.779854664761
1260,6265.797576228516
1261,6266.815437432382
1262,6270.833438128516
1263,6251.851578166766
1264,6239.869857394684
1265,6239.888275657519
1266,6255.906832798227
1267,6248.925528657464
1268,6260.944363073597
1269,6272.963335882702
1270,6243.98244691857
1271,6258.001696012702
1272,6266.021082994322
1273,6255.040607690369
1274,6262.060269925509
1275,6264.080069522131
1276,6270.100006300353
1277,6261.1200800780225
1278,6259.140290670721
1279,6264.160637891767
1280,6249.181121552217
1281,6257.201741460868
1282,6246.222497424265
1283,6261.243389246698
1284,6278.264416730209
1285,6260.285579674592
1286,6279.306877877398
1287,6269.328311133939
1288,6265.349879237287
1289,6266.371581978282
1290,6288.393419145533
1291,6275.415390525419
1292,6272.437495902095
1293,6274.459735057497
1294,6267.482107771339
1295,6245.504613821123
1296,6251.527252982139
1297,6255.550025027467
1298,6260.572929727986
1299,6245.595966852369
1300,6248.619136167096
1301,6267.642437436451
1302,6260.665870422525
1303,6248.689434885225
1304,6255.713130582273
1305,6251.736957269214
1306,6243.760914699413
1307,6252.785002624065
1308,6260.809220792195
1309,6256.833568950667
1310,6239.858046844178
1311,6251.882654215272
1312,6278.90739080434
1313,6278.932256349623
1314,6266.957250587215
1315,6249.98237325107
1316,6282.007624073007
1317,6279.033002782708
1318,6270.058509107727
1319,6262.084142773497
1320,6260.109903503323
1321,6263.135791018399
1322,6258.161805037804
1323,6253.187945278511
1324,6254.214211455386
1325,6257.2406032812
1326,6275.267120466623
1327,6258.29376272024
1328,6261.320529748546
1329,6281.347421255954
1330,6267.374436944802
1331,6262.4015765153545
1332,6275.428839665806
1333,6265.456226092288
1334,6255.483735488873
1335,6268.51136754758
1336,6268.539121958378
1337,6255.566998409187
1338,6280.594996585894
1339,6259.623116172343
1340,6271.651356850351
1341,6282.679718299708
1342,6294.708200198185
1343,6289.736802221534
1344,6266.765524043498
1345,6277.794365335811
1346,6272.823325768208
1347,6279.852405008427
1348,6266.881602722215
1349,6266.910918573332
1350,6289.940352223558
1351,6270.969903332696
1352,6276.99957155858
